KEGG	Cpd	Formula	Mass	Exact Mass	MetaboAnalyst
C19003	Leptophos	C13H10BrCl2O3PS	425.8649	425.86487	
C19004	Lythidathion	C7H13N2O4PS3	315.9775	315.977507	
C19005	Mecarphon	C7H14NO4PS2	271.0102	271.010187	
C19006	Menazon	C6H12N5O2PS2	281.017	281.017003	
C19007	Mephosfolan	C8H16NO3PS2	269.0309	269.030922	
C19008	Mipafox	C6H16FN2OP	182.0984	182.098428	
C19009	Oxydisulfoton	C8H19O3PS3	290.0234	290.023394	
C19010	Phenkapton	C11H15Cl2O2PS3	375.9349	375.934885	
C19011	Phosfolan	C7H14NO3PS2	255.0153	255.015272	
C19012	Pirimiphos-ethyl	C13H24N3O3PS	333.1276	333.127599	
C19013	Propaphos	C13H21O4PS	304.0898	304.089817	
C19014	Prothoate	C9H20NO3PS2	285.0622	285.062222	
C19015	Schradan	C8H24N4O3P2	286.1324	286.132364	
C19016	Sulprofos	C12H19O2PS3	322.0285	322.02848	
C19017	TEPP	C8H20O7P2	290.0684	290.068426	
C19018	Trichloronat	C10H12Cl3O2PS	331.9361	331.93612	
C19019	Aramite	C15H23ClO4S	334.1006	334.100558	
C19020	Azothoate	C14H14ClN2O3PS	356.0151	356.015128	
C19021	Benzoximate	C18H18ClNO5	363.0874	363.08735	
C19022	Binapacryl	C15H18N2O6	322.1165	322.116486	
C19023	Chlorfenethol	C14H12Cl2O	266.0265	266.02652	
C19024	Chlorfenson	C12H8Cl2O3S	301.9571	301.95712	
C19025	Chlorfensulphide	C12H6Cl4N2S	349.9006	349.90058	
C19026	Chloromethiuron	C10H13ClN2S	228.0488	228.048797	
C19027	Chloropropylate	C17H16Cl2O3	338.0476	338.047649	
C19028	Dialifor	C14H17ClNO4PS2	393.0025	393.002515	
C19029	Fenazaflor	C15H7Cl2F3N2O2	373.9837	373.983667	
C19030	Fenson	C12H9ClO3S	267.9961	267.996093	
C19031	Fluenetil	C16H15FO2	258.1056	258.105607	
C19032	Tetrasul	C12H6Cl4S	321.8944	321.894432	
C19033	Carbon disulfide	CS2	75.9441	75.944142	Carbon disulfide
C19034	1,2-Dichloropropane	C3H6Cl2	111.9847	111.984655	
C19035	Diamidafos	C8H13N2O2P	200.0715	200.071464	
C19036	Thionazin	C8H13N2O3PS	248.0384	248.03845	
C19037	Chloromebuform	C13H19ClN2	238.1237	238.123676	
C19038	Dinex	C12H14N2O5	266.0903	266.090271	
C19039	Malonoben	C18H22N2O	282.1732	282.173213	Malonoben
C19040	Sodium hexafluorosilicate	Na2SiF6	187.9469	187.946884	
C19041	Flubenzimine	C17H10F6N4S	416.053	416.053036	
C19042	Kinoprene	C18H28O2	276.2089	276.20893	
C19043	Allidochlor	C8H12ClNO	173.0607	173.060741	
C19044	Benzoylprop-ethyl	C18H17Cl2NO3	365.0585	365.058548	
C19045	Butenachlor	C17H24ClNO2	309.1496	309.149556	
C19046	Chloranocryl	C10H9Cl2NO	229.0061	229.006119	
C19047	Isocarbamid	C8H15N3O2	185.1164	185.116426	
C19048	Quinonamid	C12H6Cl3NO3	316.9413	316.941326	
C19049	Cypromid	C10H9Cl2NO	229.0061	229.006119	
C19050	Delachlor	C15H22ClNO2	283.1339	283.133906	
C19051	Diethatyl-ethyl	C16H22ClNO3	311.1288	311.128821	
C19052	Flamprop	C16H13ClFNO3	321.0568	321.056799	
C19053	Monalide	C13H18ClNO	239.1077	239.107691	
C19054	Perfluidone	C14H12F3NO4S2	379.016	379.015984	
C19055	Hexaflurate	KAsF6	227.8757	227.87572	
C19056	Chloramben	C7H5Cl2NO2	204.9697	204.969733	
C19057	Tricamba	C8H5Cl3O3	253.9304	253.930427	
C19058	Benzthiazuron	C9H9N3OS	207.0466	207.046633	
C19059	Barban	C11H9Cl2NO2	257.001	257.001033	
C19060	Chlorbufam	C11H10ClNO2	223.04	223.040006	
C19061	Phenisopham	C19H22N2O4	342.158	342.157957	
C19062	SWEP	C8H7Cl2NO2	218.9854	218.985383	
C19063	Isopropalin	C15H23N3O4	309.1689	309.168856	
C19064	Nitralin	C13H19N3O6S	345.0995	345.099456	
C19065	Profluralin	C14H16F3N3O4	347.1093	347.10929	
C19066	Chlomethoxyfen	C13H9Cl2NO4	312.9909	312.990863	
C19067	Potassium cyanate	KCNO	80.9617	80.961695	
C19068	Medinoterb acetate	C13H16N2O6	296.1008	296.100836	
C19069	Bromofenoxim	C13H7Br2N3O6	458.8702	458.87016	
C19070	Clofop	C15H13ClO4	292.0502	292.050236	
C19071	Disul	C8H8Cl2O5S	285.9469	285.946949	
C19072	Erbon	C11H9Cl5O3	363.8994	363.899432	
C19073	Isoxapyrifop	C17H16Cl2N2O4	382.0487	382.048712	
C19074	Buturon	C12H13ClN2O	236.0716	236.07164	
C19075	Chloroxuron	C15H15ClN2O2	290.0822	290.082205	
C19076	Difenoxuron	C16H18N2O3	286.1317	286.131742	
C19077	Fenuron-TCA	C9H13N2O. C2Cl3O2	325.9992	325.999175	
C19078	tRNA with a 3' cytidine	C14H21N3O11PR(C5H8O6PR)n			
C19079	(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone	C10H16O3	184.1099	184.109944	(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone
C19080	tRNA with a 3' CC end	C23H33N6O18P2R(C5H8O6PR)n			
C19081	(4S)-Limonene-1,2-epoxide	C10H16O	152.1201	152.120115	(4S)-Limonene-1,2-epoxide
C19082	(1R,2R,4S)-Limonene-1,2-diol	C10H18O2	170.1307	170.130679	(1R,2R,4S)-Limonene-1,2-diol
C19083	(1R,4S)-1-Hydroxy-2-oxolimonene	C10H16O2	168.115	168.115029	(1R,4S)-1-Hydroxy-2-oxolimonene
C19084	(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone	C10H16O3	184.1099	184.109944	(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone
C19085	tRNA with a 3' CCA end	C33H45N11O24P3R(C5H8O6PR)n			
C19086	Methiuron	C10H14N2S	194.0878	194.087769	
C19087	Monuron	C9H11ClN2O	198.056	198.05599	
C19088	Monuron-TCA	C9H11ClN2O. C2HCl3O2	359.9602	359.960202	
C19089	Parafluron	C10H11F3N2O	232.0823	232.082347	
C19090	Phenobenzuron	C16H14Cl2N2O2	336.0432	336.043233	
C19091	Haloxydine	C5HCl2F2NO	198.9403	198.940325	
C19092	Ethidimuron	C7H12N4O3S2	264.0351	264.035082	
C19093	Thiazafluron	C6H7F3N4OS	240.0293	240.029266	
C19094	Diallat	C10H17Cl2NOS	269.0408	269.04079	
C19095	Ethiolate	C7H15NOS	161.0874	161.087435	
C19096	Sulfallate	C8H14ClNS2	223.0256	223.025619	
C19097	Vernolate	C10H21NOS	203.1344	203.134385	
C19098	Atraton	C9H17N5O	211.1433	211.14331	
C19099	Aziprotryne	C7H11N7S	225.0797	225.079664	
C19100	Desmetryn	C8H15N5S	213.1048	213.104816	
C19101	Dipropetryn	C11H21N5S	255.1518	255.151766	
C19102	Eglinazine	C7H10ClN5O2	231.0523	231.052302	
C19103	Ipazine	C10H18ClN5	243.1251	243.125073	
C19104	Methoprotryne	C11H21N5OS	271.1467	271.146681	
C19105	Proglinazine	C8H12ClN5O2	245.068	245.067952	
C19106	Secbumeton	C10H19N5O	225.159	225.15896	
C19107	Isomethiozin	C12H20N4OS	268.1358	268.135782	
C19108	Isocil	C8H11BrN2O2	246.0004	246.00039	
C19109	Cycluron	C11H22N2O	198.1732	198.173213	
C19110	Isonoruron	C13H22N2O	222.1732	222.173213	
C19111	Noruron	C13H22N2O	222.1732	222.173213	
C19112	Buthidazole	C10H16N4O2S	256.0994	256.099396	
C19113	Calcium carbimide	CaCN2	79.9687	79.968738	
C19114	Chlorfenac	C8H5Cl3O2	237.9355	237.935512	
C19115	Chlorfenprop-methyl	C10H10Cl2O2	232.0058	232.005784	
C19116	Credazine	C11H10N2O	186.0793	186.079312	
C19117	Cyometrinil	C10H7N3O	185.0589	185.058911	
C19118	Dimexano	C4H6O2S4	213.9251	213.925064	
C19119	Dinoseb acetate	C12H14N2O6	282.0852	282.085186	Dinoseb acetate
C19120	Dixanthogen	C6H10O2S4	241.9564	241.956364	
C19121	Fenthiaprop	C16H12ClNO4S	349.0176	349.017556	
C19122	Hexachloroacetone	C3Cl6O	261.808	261.80803	1,1,1,3,3,3-Hexachloro-2-propanone
C19123	Methazole	C9H6Cl2N2O3	259.9755	259.975547	
C19124	Methoxyphenone	C16H16O2	240.115	240.115029	
C19125	Naphthalic anhydride	C12H6O3	198.0317	198.031694	
C19126	Oxapyrazon	C12H8BrN3O4	336.9698	336.969818	
C19127	Proxan	C4H8OS2	136.0017	136.001657	
C19128	Pydanon	C6H8N2O5	188.0433	188.043321	
C19129	Terbucarb	C17H27NO2	277.2042	277.204179	
C19130	Tridiphane	C10H7Cl5O	317.894	317.893953	
C19131	Etacelasil	C11H25ClO6Si	316.1109	316.110892	
C19132	Glyphosine	C4H11NO8P2	262.996	262.99599	
C19133	Piproctanyl	C18H36N	266.2848	266.284775	
C19134	Heptopargil	C13H19NO	205.1467	205.146664	
C19135	Triapenthenol	C15H25N3O	263.1998	263.199762	
C19136	ANTU	C11H10N2S	202.0565	202.056469	
C19137	Bisthiosemi	C3H10N6S2	194.0408	194.040836	
C19138	Crimidine	C7H10ClN3	171.0563	171.056325	
C19139	Norbormide	C33H25N3O3	511.1896	511.189591	
C19140	Phosacetim	C14H13Cl2N2O2PS	373.9812	373.981241	
C19141	Pindone	C14H14O3	230.0943	230.094294	
C19142	Butopyronoxyl	C12H18O4	226.1205	226.120509	
C19143	Dibutyl succinate	C12H22O4	230.1518	230.151809	
C19144	Trifenmorph	C23H23NO	329.178	329.177964	
C19145	Propyl isome	C20H26O6	362.1729	362.172938	
C19146	Sesamex	C15H22O6	298.1416	298.141638	
C19147	Piperonyl sulfoxide	C18H28O3S	324.1759	324.175915	
C19148	S-Seven	C14H13Cl2O2PS	345.9751	345.975093	
C19149	TCA-ethadyl	C6H4Cl6O4	349.8241	349.824074	
C19150	Diethyldithiocarbamic acid	C5H11NS2	149.0333	149.033291	
C19151	Coenzyme F420-3	C34H43N6O21P	902.2219	902.221889	Coenzyme F420-3
C19152	Coenzyme F420-1	C24H29N4O15P	644.1367	644.136703	
C19153	Coenzyme F420-0	C19H22N3O12P	515.0941	515.09411	Coenzyme F420-0
C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin	C16H17N3O7	363.1067	363.106649	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
C19155	(2S)-Lactyl-2-diphospho-5'-guanosine	C13H19N5O13P2	515.0455	515.045459	(2S)-Lactyl-2-diphospho-5'-guanosine
C19156	(2S)-2-Phospholactate	C3H7O6P	169.998	169.998024	(2S)-2-Phospholactate
C19157	Thorium-232	Th	232.0381	232.038055	Thorium
C19158	Bis(chloromethyl) ether	C2H4Cl2O	113.9639	113.96392	
C19159	Plutonium	Pu	238.0496	244.064205	
C19160	Chloromethyl methyl ether	C2H5ClO	80.0029	80.002892	Chloromethyl methyl ether
C19162	Phosphorus-32	P	31.9739	30.973761	
C19163	Erionite				
C19164	Sulfur mustard	C4H8Cl2S	157.9724	157.972376	Sulfur mustard
C19165	Benzal chloride	C7H6Cl2	159.9847	159.984655	
C19166	Benzotrichloride	C7H5Cl3	193.9457	193.945683	
C19167	Benzyl chloride	C7H7Cl	126.0236	126.023627	Benzyl chloride
C19168	Benzoyl chloride	C7H5ClO	140.0029	140.002892	
C19169	4-Chloro-ortho-toluidine	C7H8ClN	141.0345	141.034526	
C19170	Chlorozotocin	C9H16ClN3O7	313.0677	313.067677	
C19171	Cobalt	Co	58.9332	58.933194	
C19172	Creosotes				
C19173	Cyclopenta[cd]pyrene	C18H10	226.0783	226.07825	
C19174	Dibenzo[a,l]pyrene	C24H14	302.1096	302.10955	Dibenzo[a,l]pyrene
C19175	Dimethylcarbamoyl chloride	C3H6ClNO	107.0138	107.013791	
C19176	1,2-Dimethylhydrazine	C2H8N2	60.0687	60.068748	
C19177	Dimethyl sulfate	C2H6O4S	125.9987	125.998679	
C19178	N-Nitroso-N-ethylurea	C3H7N3O2	117.0538	117.053826	
C19179	Indium phosphide	InP	145.8776	145.87764	
C19180	2-Amino-3-methylimidazo[4,5-f]quinoline	C11H10N4	198.0905	198.090546	2-Amino-3-methylimidazo[4,5-f]quinoline
C19181	Methyl methanesulfonate	C2H6O3S	110.0038	110.003765	
C19182	Tris(2,3-dibromopropyl) phosphate	C9H15Br6O4P	691.5808	691.580821	
C19183	Tungsten carbide	WC	195.9509	195.95093	
C19184	Vinyl bromide	C2H3Br	105.9418	105.941812	
C19185	Vinyl fluoride	C2H3F	46.0219	46.021878	
C19186	2-Amino-9H-pyrido[2,3-b]indole	C11H9N3	183.0796	183.079647	2-Amino-a-carboline
C19187	para-Aminoazobenzene	C12H11N3	197.0953	197.095297	
C19188	ortho-Aminoazotoluene	C14H15N3	225.1266	225.126597	
C19189	2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	C6H4N4O3S	212.0004	212.000411	
C19190	Trehalose-6,6'-dibehenate	C56H106O13	986.7633	986.763343	Trehalose-6,6'-dibehenate
C19191	ortho-Anisidine	C7H9NO	123.0684	123.068413	
C19192	Antimony trioxide	Sb2O3	289.7924	289.792367	
C19193	Auramine	C17H21N3	267.1735	267.173547	
C19194	Azaserine	C5H7N3O4	173.0437	173.043655	
C19195	Benz[j]aceanthrylene	C20H12	252.0939	252.0939	
C19196	Benzo[j]fluoranthene	C20H12	252.0939	252.0939	
C19197	Benzo[c]phenanthrene	C18H12	228.0939	228.0939	
C19198	Benzyl violet 4B	C39H41N3O6S2. Na	734.2334	734.233447	
C19199	2,2-Bis(bromomethyl)propane-1,3-diol	C5H10Br2O2	259.9048	259.904754	
C19200	Bitumens				
C19201	beta-Butyrolactone	C4H6O2	86.0368	86.036779	
C19202	Carbon black				
C19203	Poligeenan	(C12H16O15S2R2)n			
C19204	Chlorendic acid	C9H4Cl6O4	385.8241	385.824074	
C19205	3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone	C5H3Cl3O3	215.9148	215.914777	
C19206	1-Chloro-2-methylpropene	C4H7Cl	90.0236	90.023627	
C19207	4-Chloro-ortho-phenylenediamine	C6H7ClN2	142.0298	142.029775	
C19208	Chloroprene	C4H5Cl	88.008	88.007977	
C19209	CI Acid red 114	C37H28N4O10S3. 2Na	830.0763	830.076295	
C19210	CI Basic red 9	C19H17N3. HCl	323.1189	323.118925	
C19211	1-Amino-2,4-dibromoanthraquinone	C14H7Br2NO2	378.8844	378.884353	
C19212	Bromochloroacetic acid	C2H2BrClO2	171.8927	171.892669	2-Bromo-2-chloroacetic acid
C19213	C.I. Direct blue 15	C34H28N6O16S4. 4Na	996.0035	996.00354	
C19214	Citrus Red No.2	C18H16N2O3	308.1161	308.116092	C.I. Solvent Red 80
C19215	Cobalt sulfate	CoSO4. 7H2O	280.9589	280.958876	
C19216	para-Cresidine	C8H11NO	137.0841	137.084063	
C19217	N,N'-Diacetylbenzidine	C16H16N2O2	268.1212	268.121177	
C19218	2,4-Diaminoanisole	C7H10N2O	138.0793	138.079312	
C19219	Dibenz[a,h]acridine	C21H13N	279.1048	279.104799	
C19220	Dibenz[a,j]acridine	C21H13N	279.1048	279.104799	
C19221	7H-Dibenzo[c,g]carbazole	C20H13N	267.1048	267.104799	
C19222	Dibenzo[a,h]pyrene	C24H14	302.1096	302.10955	
C19223	Dibenzo[a,i]pyrene	C24H14	302.1096	302.10955	
C19224	2,3-Dibromo-1-propanol	C3H6Br2O	215.8785	215.87854	
C19225	3,3'-Dichlorobenzidine	C12H10Cl2N2	252.0221	252.022103	
C19226	3,3'-Dichloro-4,4'-diaminodiphenyl ether	C12H10Cl2N2O	268.017	268.017018	
C19227	1,2-Diethylhydrazine	C4H12N2	88.1	88.100048	
C19228	Diglycidyl resorcinol ether	C12H14O4	222.0892	222.089208	
C19229	Dihydrosafrole	C10H12O2	164.0837	164.083729	
C19230	Diisopropyl sulfate	C6H14O4S	182.0613	182.06128	
C19231	3,3'-Dimethoxybenzidine	C14H16N2O2	244.1212	244.121177	
C19232	trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2- furyl)-vinyl]-1,3,4-oxadiazole	C11H11N5O4	277.0811	277.081103	
C19233	1,1-Dimethylhydrazine	C2H8N2	60.0687	60.068748	
C19234	3,7-Dinitrofluoranthene	C16H8N2O4	292.0484	292.048406	
C19235	3,9-Dinitrofluoranthene	C16H8N2O4	292.0484	292.048406	
C19236	Disperse Blue 1	C14H12N4O2	268.096	268.096025	
C19237	1,2-Epoxybutane	C4H8O	72.0575	72.057514	
C19238	Ethyl acrylate	C5H8O2	100.0524	100.052429	Ethyl acrylate
C19239	Ethyl methanesulfonate	C3H8O3S	124.0194	124.019415	
C19240	Nifurthiazole	C8H6N4O4S	254.011	254.010975	
C19241	Fumonisin B1	C34H59NO15	721.3885	721.38847	Fumonisin B1
C19242	Fumonisin B2	C34H59NO14	705.3936	705.393555	Fumonisin B2
C19243	Fusarin C	C23H29NO7	431.1944	431.194402	
C19244	Glu-P-1	C11H10N4	198.0905	198.090546	2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole
C19245	Glu-P-2	C10H8N4	184.0749	184.074896	2-Aminodipyrido[1,2-a:3',2'-d]imidazole
C19246	Glycidaldehyde	C3H4O2	72.0211	72.021129	
C19247	HC Blue No.1	C11H17N3O4	255.1219	255.121906	
C19248	Hexachloroethane	C2Cl6	233.8131	233.813116	
C19249	2,4-Hexadienal	C6H8O	96.0575	96.057514	Sorbaldehyde
C19250	Hexamethylphosphoramide	C6H18N3OP	179.1187	179.118749	
C19251	Indeno[1,2,3-cd]pyrene	C22H12	276.0939	276.0939	
C19252	Magenta	C20H19N3. HCl	337.1346	337.134575	
C19253	2-Amino-3-methyl-9H-pyrido[2,3-b]indole	C12H11N3	197.0953	197.095297	
C19254	MeIQ	C12H12N4	212.1062	212.106196	2-Amino-3,4-dimethylimidazo[4,5-f]quinoline
C19255	MeIQx	C11H11N5	213.1014	213.101445	2-Amino-3,8-dimethyl-3H-imidazo[4,5-f]quinoxaline
C19256	Merphalan	C13H18Cl2N2O2	304.0745	304.074533	
C19257	2-Methylaziridine	C3H7N	57.0578	57.057849	
C19258	Methylazoxymethanol acetate	C4H8N2O3	132.0535	132.053492	
C19259	5-Methylchrysene	C19H14	242.1096	242.10955	
C19260	4,4'-Methylene bis(2-methylaniline)	C15H18N2	226.147	226.146998	
C19261	2-Methylimidazole	C4H6N2	82.0531	82.053098	
C19262	4-Methylimidazole	C4H6N2	82.0531	82.053098	
C19263	Methyl isobutyl ketone	C6H12O	100.0888	100.088815	Methyl isobutyl ketone
C19264	2-Methyl-1-nitroanthraquinone	C15H9NO4	267.0532	267.053157	
C19265	Methylthiouracil	C5H6N2OS	142.0201	142.020083	
C19266	4,4'-Bis(dimethylamino)benzophenone	C17H20N2O	268.1576	268.157563	
C19267	Levofuraltadone	C13H16N4O6	324.107	324.106984	
C19268	Niridazole	C6H6N4O3S	214.0161	214.016061	
C19269	5-Nitroacenaphthene	C12H9NO2	199.0633	199.063328	
C19270	2-Nitroanisole	C7H7NO3	153.0426	153.042593	
C19271	6-Nitrochrysene	C18H11NO2	273.079	273.078978	
C19272	Nifuradene	C8H8N4O4	224.0546	224.054554	
C19273	N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	C9H7N3O4S	253.0157	253.015726	
C19274	Nitrogen mustard N-oxide	C5H11Cl2NO	171.0218	171.021769	
C19275	Nitromethane	CH3NO2	61.0164	61.016378	
C19276	4-Nitropyrene	C16H9NO2	247.0633	247.063328	
C19277	N-Nitrosodi-n-butylamine	C8H18N2O	158.1419	158.141913	
C19278	N-Nitrosodiethanolamine	C4H10N2O3	134.0691	134.069142	
C19279	N-Nitrosodi-n-propylamine	C6H14N2O	130.1106	130.110613	
C19280	3-(N-Nitrosomethylamino)propionitrile	C4H7N3O	113.0589	113.058911	
C19281	N-Nitrosomethylethylamine	C3H8N2O	88.0637	88.063662	
C19282	N-Nitrosomethylvinylamine	C3H6N2O	86.048	86.048012	
C19283	N-Nitrosomorpholine	C4H8N2O2	116.0586	116.058577	
C19284	N-Nitrosopiperidine	C5H10N2O	114.0793	114.079312	
C19285	N-Nitrosopyrrolidine	C4H8N2O	100.0637	100.063662	N-Nitroso-pyrrolidine
C19286	N-Nitrososarcosine	C3H6N2O3	118.0378	118.037842	
C19287	Oil Orange SS	C17H14N2O	262.1106	262.110613	
C19288	Palygorskite	Mg(Al,Fe)Si4O10(OH). 4H2O			
C19289	Panfuran S	C11H11N5O5	293.076	293.076018	
C19290	Phenazopyridine hydrochloride	C11H11N5. HCl	249.0781	249.078123	
C19291	Phenyl glycidyl ether	C9H10O2	150.0681	150.068079	
C19292	Talc	Mg3Si4O10(OH)2	377.8175	377.817456	
C19293	Ponceau 3R	C19H16N2O7S2. 2Na	494.0194	494.019431	
C19294	Ponceau MX	C18H14N2O7S2. 2Na	480.0038	480.003781	
C19295	Potassium bromate	KBrO3	165.8668	165.866787	
C19296	1,3-Propane sultone	C3H6O3S	122.0038	122.003765	
C19297	Propiolactone	C3H4O2	72.0211	72.021129	
C19298	Sodium ortho-phenylphenate	C12H9O. Na	192.0551	192.055109	
C19299	Tetrafluoroethylene	C2F4	99.9936	99.993612	
C19300	Tetranitromethane	CN4O8	195.9716	195.971612	
C19301	N-Nitroso-N-methylurethane	C4H8N2O3	132.0535	132.053492	
C19302	Thioacetamide	C2H5NS	75.0143	75.01427	
C19303	4,4'-Thiodianiline	C12H12N2S	216.0721	216.072119	
C19304	Thiouracil	C4H4N2OS	128.0044	128.004433	
C19305	Trichlormethine	C6H12Cl3N. HCl	238.9802	238.98021	
C19306	Trp-P-1	C13H13N3	211.1109	211.110947	3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole
C19307	Trypan blue	C34H24N6O14S4. 4Na	959.9824	959.982411	
C19308	Vanadium pentoxide	V2O5	181.8625	181.862487	
C19309	Vinyl acetate	C4H6O2	86.0368	86.036779	Ethenyl acetate
C19310	4-Vinylcyclohexene	C8H12	108.0939	108.0939	
C19311	4-Vinylcyclohexene diepoxide	C8H12O2	140.0837	140.083729	
C19312	Acenaphthene	C12H10	154.0783	154.07825	
C19314	Acepyrene	C18H12	228.0939	228.0939	
C19315	Acridine orange	C17H19N3	265.1579	265.157897	
C19316	Allyl chloride	C3H5Cl	76.008	76.007977	
C19317	Allyl isothiocyanate	C4H5NS	99.0143	99.01427	Allyl isothiocyanate
C19318	Allyl isovalerate	C8H14O2	142.0994	142.099379	2-Propenyl 3-methylbutanoate
C19319	5-Aminoacenaphthene	C12H11N	169.0891	169.089149	
C19320	1-Amino-2-methylanthraquinone	C15H11NO2	237.079	237.078978	
C19321	2-Amino-4-nitrophenol	C6H6N2O3	154.0378	154.037842	
C19322	2-Amino-5-nitrophenol	C6H6N2O3	154.0378	154.037842	
C19323	4-Amino-2-nitrophenol	C6H6N2O3	154.0378	154.037842	
C19324	2-Amino-5-nitrothiazole	C3H3N3O2S	144.9946	144.994597	
C19325	11-Aminoundecanoic acid	C11H23NO2	201.1729	201.172878	
C19326	para-Anisidine	C7H9NO	123.0684	123.068413	p-Anisidine
C19327	Anthanthrene	C22H12	276.0939	276.0939	
C19328	Antimony trisulfide	Sb2S3	337.7238	337.723837	
C19329	Apholate	C12H24N9P3	387.1368	387.136752	
C19330	para-Aramid fibrils	(C14H10N2O2)n			
C19331	Arsenobetaine	C5H11AsO2	177.9975	177.997499	Arsenobetaine
C19332	2-(1-Aziridinyl)ethanol	C4H9NO	87.0684	87.068413	
C19333	Aziridyl benzoquinone	C16H22N2O6	338.1478	338.147786	
C19334	Azobenzene	C12H10N2	182.0844	182.084398	
C19335	11H-Benz[bc]aceanthrylene	C19H12	240.0939	240.0939	
C19336	Benz[l]aceanthrylene	C20H12	252.0939	252.0939	
C19337	Benz[a]acridine	C17H11N	229.0891	229.089149	
C19338	Benz[c]acridine	C17H11N	229.0891	229.089149	
C19339	Benzo[b]chrysene	C22H14	278.1096	278.10955	
C19340	Benzo[g]chrysene	C22H14	278.1096	278.10955	
C19341	Benzo[a]fluoranthene	C20H12	252.0939	252.0939	
C19342	Benzo[ghi]fluoranthene	C18H10	226.0783	226.07825	
C19343	Benzo[a]fluorene	C17H12	216.0939	216.0939	
C19344	Benzo[c]fluorene	C17H12	216.0939	216.0939	
C19345	para-Benzoquinone dioxime	C6H6N2O2	138.0429	138.042927	
C19346	Benzoyl peroxide	C14H10O4	242.0579	242.057908	Benzoyl peroxide
C19347	Bis(1-aziridinyl)morpholinophosphine sulfide	C8H16N3OPS	233.0752	233.07517	
C19348	1,2-Bis(chloromethoxy)ethane	C4H8Cl2O2	157.9901	157.990134	
C19349	1,4-Bis(chloromethoxymethyl)benzene	C10H12Cl2O2	234.0214	234.021434	
C19350	Bis(2-chloro-1-methylethyl)ether	C6H12Cl2O	170.0265	170.02652	
C19351	Bis(2,3-epoxycyclopentyl)ether	C10H14O3	182.0943	182.094294	
C19352	Brilliant blue	C37H34N2O9S3. 2Na	792.1222	792.122182	
C19353	Bromochloroacetonitrile	C2HBrClN	152.8981	152.898089	
C19354	Bromoethane	C2H5Br	107.9575	107.957462	
C19355	2-Butoxyethanol	C6H14O2	118.0994	118.099379	2-Butoxyethanol
C19356	1-tert-Butoxy-2-propanol	C7H16O2	132.115	132.115029	
C19357	3-Carbethoxypsoralen	C14H10O5	258.0528	258.052823	
C19358	Carmoisine	C20H12N2O7S2. 2Na	501.9881	501.988131	
C19359	Chloramine	NH2Cl	50.9876	50.987576	
C19360	Chloroacetonitrile	C2H2ClN	74.9876	74.987576	
C19361	Chlorodifluoromethane	CHClF2	85.9735	85.973484	
C19362	Chlorofluoromethane	CH2ClF	67.9829	67.982905	
C19363	3-Chloro-2-methylpropene	C4H7Cl	90.0236	90.023627	
C19364	1-Chloro-3-nitrobenzene	C6H4ClNO2	156.9931	156.993056	
C19365	4-Chloro-meta-phenylenediamine	C6H7ClN2	142.0298	142.029775	
C19366	5-Chloro-ortho-toluidine	C7H8ClN	141.0345	141.034526	
C19367	2-Chloro-1,1,1-trifluoroethane	C2H2ClF3	117.9797	117.979712	
C19369	Chrysoidine	C12H12N4. HCl	248.0829	248.082874	
C19370	CI Acid Orange 3	C18H13N4O7S. Na	452.0403	452.040264	
C19371	CI Acid Orange 20	C16H11N2O4S. Na	350.0337	350.033722	
C19372	CI Orange G	C16H10N2O7S2. 2Na	451.9725	451.972481	
C19373	CI Pigment Red 3	C17H13N3O3	307.0957	307.095691	
C19374	Cinnamyl anthranilate	C16H15NO2	253.1103	253.110278	
C19375	Coronene	C24H12	300.0939	300.0939	
C19376	meta-Cresidine	C8H11NO	137.0841	137.084063	
C19377	Crotonaldehyde	C4H6O	70.0419	70.041864	(E)-2-Butenal
C19378	Cyclamate	C6H12NO3S. Na	201.0436	201.043558	
C19379	Cyclochlorotine	C24H31Cl2N5O7	571.1601	571.160053	
C19380	4H-Cyclopenta[def]chrysene	C19H12	240.0939	240.0939	
C19381	5,6-Cyclopenteno-1,2-benzanthracene	C21H16	268.1252	268.1252	
C19382	D and C Red No. 9	(C17H12ClN2O4S)2. Ba	887.9465	887.946508	
C19383	Decabromodiphenyl oxide	C12Br10O	949.1783	949.17829	
C19384	1,2-Diamino-4-nitrobenzene	C6H7N3O2	153.0538	153.053826	
C19385	1,4-Diamino-2-nitrobenzene	C6H7N3O2	153.0538	153.053826	
C19386	2,5-Diaminotoluene	C7H10N2	122.0844	122.084398	
C19387	Diazomethane	CH2N2	42.0218	42.021798	
